# omega0 omegab hubble scalar_amp ns w0 wa mnu Neff alphas 
3.941200e-01 5.333000e-02 6.530133e-01 1.300000e-09 9.786000e-01 -1.203900e+00 -1.000333e+00 3.620000e-01 2.713667e+00 -1.133333e-03 
2.446000e-01 4.659000e-02 6.182400e-01 2.801333e-09 9.882000e-01 -2.119000e-01 -2.210000e-01 4.500000e-01 2.600200e+00 2.033333e-02 
3.096400e-01 5.245000e-02 7.099733e-01 1.116000e-09 1.029000e+00 -9.352333e-01 -2.848333e+00 3.724000e-01 3.103133e+00 -3.766667e-02 
3.984400e-01 4.295000e-02 6.984533e-01 2.073333e-09 8.598000e-01 -3.607000e-01 -9.583333e-01 1.356000e-01 4.498467e+00 1.473333e-02 
2.705200e-01 4.929000e-02 6.346667e-01 2.230667e-09 9.066000e-01 2.076333e-01 -2.213667e+00 5.596000e-01 4.056867e+00 2.953333e-02 
2.863600e-01 5.035000e-02 6.624000e-01 1.180000e-09 1.087800e+00 -9.001000e-01 -1.509000e+00 6.600000e-02 3.253400e+00 -3.366667e-02 
3.972400e-01 4.463000e-02 7.485867e-01 2.694667e-09 8.902000e-01 -4.041000e-01 -1.930000e-01 2.900000e-01 2.400867e+00 -1.266667e-03 
2.527600e-01 4.265000e-02 7.404800e-01 1.470667e-09 9.330000e-01 -3.648333e-01 -9.863333e-01 1.748000e-01 2.520467e+00 4.966667e-02 
2.818000e-01 4.935000e-02 6.176000e-01 2.124000e-09 1.088600e+00 -8.298333e-01 -2.023333e-01 2.124000e-01 4.394200e+00 -2.486667e-02 
3.670000e-01 5.165000e-02 6.941867e-01 2.446667e-09 8.274000e-01 -1.189000e-01 -2.619667e+00 5.796000e-01 3.480333e+00 -1.633333e-02 
2.206000e-01 4.963000e-02 6.790400e-01 1.665333e-09 1.069800e+00 -9.786333e-01 -2.770000e-01 1.612000e-01 3.845267e+00 2.260000e-02 
3.187600e-01 4.021000e-02 6.129067e-01 2.441333e-09 9.342000e-01 -1.313000e-01 -2.353667e+00 2.732000e-01 3.161400e+00 -3.300000e-02 
3.850000e-01 5.499000e-02 7.313067e-01 2.174667e-09 8.874000e-01 -5.921667e-01 -1.215000e+00 5.316000e-01 2.465267e+00 -1.000000e-03 
2.362000e-01 4.957000e-02 6.306133e-01 1.953333e-09 1.053000e+00 9.233333e-03 -2.204333e+00 3.596000e-01 4.277667e+00 -2.553333e-02 
3.070000e-01 5.263000e-02 6.973867e-01 2.430667e-09 8.166000e-01 -8.794333e-01 -6.233333e-02 4.460000e-01 2.324200e+00 -1.406667e-02 
3.713200e-01 4.073000e-02 7.571200e-01 1.628000e-09 9.982000e-01 -6.955000e-01 -1.537000e+00 1.404000e-01 3.584600e+00 3.873333e-02 
2.546800e-01 4.717000e-02 7.325867e-01 2.796000e-09 9.894000e-01 -8.153667e-01 -2.857667e+00 1.180000e-01 3.897400e+00 -9.266667e-03 
3.298000e-01 4.359000e-02 6.489600e-01 1.913333e-09 8.446000e-01 1.332333e-01 -4.636667e-01 3.260000e-01 2.698333e+00 4.993333e-02 
3.797200e-01 5.353000e-02 6.711467e-01 1.326667e-09 1.074600e+00 -5.281000e-01 -7.903333e-01 4.628000e-01 2.980467e+00 -4.366667e-02 
2.494000e-01 4.329000e-02 6.028800e-01 1.980000e-09 1.011000e+00 -3.462333e-01 -2.363000e+00 5.356000e-01 3.189000e+00 -1.233333e-02 
3.118000e-01 5.489000e-02 6.956800e-01 2.561333e-09 9.366000e-01 -1.007567e+00 -1.183333e-01 1.900000e-01 2.765800e+00 3.940000e-02 
3.823600e-01 4.715000e-02 7.534933e-01 1.220000e-09 8.678000e-01 -1.023667e-01 -1.247667e+00 2.804000e-01 4.231667e+00 -2.353333e-02 
2.594800e-01 4.631000e-02 6.948267e-01 1.828000e-09 9.146000e-01 -9.910333e-01 2.830000e-01 1.108000e-01 4.035400e+00 -4.833333e-02 
3.214000e-01 4.257000e-02 7.097600e-01 1.097333e-09 8.502000e-01 1.601000e-01 -2.465667e+00 2.532000e-01 2.695267e+00 3.286667e-02 
3.746800e-01 5.071000e-02 6.385067e-01 2.833333e-09 1.067400e+00 -4.061667e-01 -8.976667e-01 5.588000e-01 3.011133e+00 1.273333e-02 
2.549200e-01 5.283000e-02 6.696533e-01 1.537333e-09 1.045400e+00 -7.300000e-03 -1.112333e+00 5.028000e-01 2.462200e+00 -3.060000e-02 
2.964400e-01 4.019000e-02 6.171733e-01 2.350667e-09 8.090000e-01 -5.363667e-01 -5.896667e-01 3.764000e-01 3.658200e+00 3.540000e-02 
3.816400e-01 4.829000e-02 7.545600e-01 2.228000e-09 9.874000e-01 -9.621000e-01 -1.961667e+00 2.680000e-02 4.130467e+00 -1.526667e-02 
2.482000e-01 4.651000e-02 7.526400e-01 1.884000e-09 8.658000e-01 -7.223667e-01 -2.666333e+00 2.956000e-01 4.109000e+00 -4.046667e-02 
2.950000e-01 4.357000e-02 6.679467e-01 1.305333e-09 9.126000e-01 -7.963333e-02 -9.490000e-01 5.836000e-01 2.262867e+00 2.393333e-02 
3.802000e-01 5.317000e-02 6.438400e-01 2.393333e-09 1.020600e+00 -1.003433e+00 1.523333e-01 1.684000e-01 3.532467e+00 -8.666667e-04 
2.393200e-01 4.409000e-02 6.560000e-01 1.254667e-09 9.422000e-01 -1.274167e+00 -1.462333e+00 4.396000e-01 2.446867e+00 -9.133333e-03 
3.350800e-01 4.779000e-02 7.592533e-01 2.054667e-09 8.806000e-01 -1.085667e-01 -6.410000e-01 1.556000e-01 3.645933e+00 4.980000e-02 
3.413200e-01 5.213000e-02 6.220800e-01 2.497333e-09 1.065400e+00 -3.999667e-01 -1.835667e+00 3.812000e-01 4.308333e+00 -3.940000e-02 
2.568400e-01 4.891000e-02 6.726400e-01 2.620000e-09 1.066200e+00 2.163333e-02 -4.683333e-01 1.716000e-01 4.026200e+00 3.700000e-02 
3.067600e-01 4.389000e-02 6.088533e-01 1.345333e-09 8.942000e-01 -1.201833e+00 -1.117000e+00 5.700000e-01 3.560067e+00 3.400000e-03 
3.598000e-01 5.109000e-02 7.411200e-01 2.278667e-09 9.510000e-01 -5.694333e-01 -2.685000e+00 3.100000e-01 2.204600e+00 -3.620000e-02 
2.686000e-01 4.593000e-02 7.468800e-01 2.750667e-09 9.346000e-01 -1.261767e+00 -1.817000e+00 4.060000e-01 4.271533e+00 1.246667e-02 
3.276400e-01 5.257000e-02 6.295467e-01 2.132000e-09 1.094200e+00 -6.231667e-01 -9.500000e-02 1.852000e-01 2.575667e+00 4.460000e-02 
3.730000e-01 4.435000e-02 6.720000e-01 1.052000e-09 8.818000e-01 2.324333e-01 -2.003667e+00 2.748000e-01 3.311667e+00 -2.193333e-02 
2.282800e-01 5.157000e-02 7.296000e-01 2.873333e-09 9.394000e-01 -8.257000e-01 1.196667e-01 3.492000e-01 3.238067e+00 1.353333e-02 
3.137200e-01 4.521000e-02 6.758400e-01 1.102667e-09 1.049000e+00 1.146333e-01 -1.761000e+00 1.452000e-01 2.265933e+00 2.273333e-02 
3.926800e-01 4.451000e-02 6.103467e-01 2.145333e-09 8.774000e-01 -7.802333e-01 -2.185667e+00 4.828000e-01 4.087533e+00 -1.726667e-02 
2.700400e-01 5.171000e-02 7.515733e-01 1.734667e-09 1.089800e+00 -6.397000e-01 -2.223000e+00 3.964000e-01 4.191800e+00 -3.233333e-02 
3.050800e-01 4.753000e-02 6.233600e-01 2.353333e-09 8.414000e-01 2.365667e-01 -1.607000e+00 4.188000e-01 2.566467e+00 -1.366667e-02 
3.910000e-01 4.245000e-02 6.899200e-01 1.457333e-09 9.762000e-01 -1.090233e+00 3.156667e-01 1.388000e-01 3.639800e+00 2.780000e-02 
2.578000e-01 4.233000e-02 7.123200e-01 2.529333e-09 8.086000e-01 -6.025000e-01 -2.493667e+00 1.156000e-01 3.023400e+00 -2.633333e-02 
2.851600e-01 4.615000e-02 6.310400e-01 2.121333e-09 1.095000e+00 -1.185300e+00 -8.100000e-02 5.100000e-01 2.609400e+00 -1.340000e-02 
3.900400e-01 5.179000e-02 6.897067e-01 1.188000e-09 9.414000e-01 -2.367000e-01 -1.448333e+00 3.468000e-01 4.136600e+00 4.233333e-02 
2.304400e-01 4.567000e-02 6.299733e-01 2.670667e-09 9.278000e-01 -1.096433e+00 -1.345667e+00 2.300000e-01 4.372733e+00 -2.846667e-02 
3.355600e-01 4.469000e-02 7.481600e-01 2.065333e-09 8.434000e-01 9.603333e-02 -2.232333e+00 5.404000e-01 3.526333e+00 2.473333e-02 
3.434800e-01 5.435000e-02 6.681600e-01 1.526667e-09 1.019400e+00 -5.219000e-01 -5.570000e-01 5.080000e-02 2.232200e+00 1.400000e-03 
2.513200e-01 5.047000e-02 7.016533e-01 1.374667e-09 8.298000e-01 2.427667e-01 -9.910000e-01 7.080000e-02 3.051000e+00 2.000000e-04 
2.861200e-01 4.619000e-02 7.255467e-01 2.454667e-09 9.194000e-01 -1.294833e+00 -3.050000e-01 5.780000e-01 2.882333e+00 -3.420000e-02 
3.554800e-01 4.483000e-02 6.301867e-01 2.081333e-09 1.093000e+00 -6.190333e-01 -2.521667e+00 2.428000e-01 4.219400e+00 3.006667e-02 
2.402800e-01 4.261000e-02 6.673067e-01 1.505333e-09 1.023000e+00 -4.619667e-01 2.130000e-01 7.720000e-02 4.311400e+00 -6.733333e-03 
3.384400e-01 5.227000e-02 7.541333e-01 2.958667e-09 8.762000e-01 -9.021667e-01 -7.950000e-01 5.068000e-01 3.452733e+00 -2.260000e-02 
3.528400e-01 4.791000e-02 6.414933e-01 1.670667e-09 9.190000e-01 -2.511667e-01 -2.988333e+00 2.476000e-01 2.532733e+00 4.633333e-02 
2.551600e-01 5.225000e-02 6.568533e-01 2.481333e-09 9.270000e-01 2.179667e-01 -1.891667e+00 3.880000e-02 2.606333e+00 1.500000e-02 
3.173200e-01 4.317000e-02 7.447467e-01 2.022667e-09 8.098000e-01 -3.131667e-01 -1.387667e+00 4.900000e-01 4.293000e+00 -2.673333e-02 
3.636400e-01 4.783000e-02 6.368000e-01 1.646667e-09 1.072600e+00 -9.600333e-01 2.690000e-01 3.796000e-01 3.563133e+00 3.886667e-02 
2.249200e-01 4.031000e-02 6.905600e-01 2.241333e-09 9.162000e-01 -7.451000e-01 -1.882333e+00 4.476000e-01 3.787000e+00 -3.486667e-02 
3.389200e-01 5.479000e-02 6.094933e-01 2.753333e-09 8.986000e-01 8.776667e-02 -1.630333e+00 1.964000e-01 3.434333e+00 1.713333e-02 
3.552400e-01 4.989000e-02 7.144533e-01 1.572000e-09 1.099400e+00 -1.181167e+00 1.616667e-01 2.268000e-01 2.658467e+00 1.153333e-02 
2.390800e-01 5.085000e-02 6.276267e-01 1.836000e-09 9.026000e-01 -1.152233e+00 -1.723667e+00 2.600000e-02 3.143000e+00 -1.646667e-02 
3.367600e-01 4.419000e-02 7.402667e-01 1.350667e-09 1.059800e+00 -5.483333e-02 -2.008333e+00 3.068000e-01 4.446333e+00 -1.940000e-02 
3.475600e-01 4.703000e-02 6.952533e-01 2.732000e-09 8.982000e-01 -2.842333e-01 -3.423333e-01 5.820000e-01 2.272067e+00 2.166667e-02 
2.376400e-01 5.455000e-02 6.316800e-01 1.657333e-09 8.786000e-01 -3.235000e-01 -2.443333e-01 8.520000e-02 2.689133e+00 -6.000000e-04 
3.216400e-01 4.243000e-02 7.458133e-01 2.622667e-09 1.038200e+00 1.745667e-01 -1.989667e+00 2.044000e-01 3.541667e+00 -3.913333e-02 
3.982000e-01 4.909000e-02 6.784000e-01 1.692000e-09 9.634000e-01 -1.183233e+00 -1.238333e+00 5.764000e-01 3.808467e+00 2.460000e-02 
2.506000e-01 4.497000e-02 6.920533e-01 2.484000e-09 1.048200e+00 2.055667e-01 -2.909000e+00 3.588000e-01 3.823800e+00 1.233333e-02 
2.909200e-01 5.491000e-02 6.493867e-01 1.609333e-09 8.994000e-01 -1.073700e+00 -7.856667e-01 1.200000e-03 3.501800e+00 3.086667e-02 
3.854800e-01 4.825000e-02 7.530667e-01 1.673333e-09 9.782000e-01 -7.761000e-01 -7.166667e-02 5.668000e-01 2.876200e+00 -2.926667e-02 
2.765200e-01 5.107000e-02 7.003733e-01 1.369333e-09 8.506000e-01 -1.179100e+00 3.063333e-01 2.348000e-01 2.618600e+00 2.900000e-02 
2.957200e-01 4.343000e-02 6.013867e-01 2.401333e-09 9.686000e-01 4.023333e-02 -9.116667e-01 1.324000e-01 4.274600e+00 8.466667e-03 
3.574000e-01 4.805000e-02 7.539200e-01 1.924000e-09 1.007800e+00 -4.537000e-01 -2.596333e+00 5.860000e-01 3.173667e+00 -3.966667e-02 
2.448400e-01 4.869000e-02 7.283200e-01 1.878667e-09 9.594000e-01 5.676667e-02 -2.442333e+00 5.308000e-01 3.146067e+00 -4.486667e-02 
2.825200e-01 4.323000e-02 6.513067e-01 1.313333e-09 8.214000e-01 -7.781667e-01 -2.536667e-01 1.100000e-01 4.360467e+00 1.193333e-02 
3.943600e-01 5.013000e-02 6.577067e-01 2.788000e-09 1.021800e+00 -1.065433e+00 -1.359667e+00 2.724000e-01 2.388600e+00 2.340000e-02 
2.786800e-01 4.911000e-02 7.018667e-01 2.510667e-09 1.084600e+00 -7.616333e-01 1.990000e-01 1.132000e-01 2.885400e+00 -3.473333e-02 
3.394000e-01 5.415000e-02 6.120533e-01 1.430667e-09 8.534000e-01 1.435667e-01 -1.042333e+00 2.916000e-01 4.001667e+00 -4.666667e-04 
3.770800e-01 4.347000e-02 7.502933e-01 2.169333e-09 9.714000e-01 -8.071000e-01 -2.073667e+00 5.084000e-01 3.682733e+00 4.700000e-02 
2.630800e-01 4.517000e-02 7.293867e-01 1.150667e-09 8.146000e-01 -3.214333e-01 -5.990000e-01 2.452000e-01 2.526600e+00 -2.593333e-02 
3.336400e-01 5.393000e-02 7.008000e-01 2.004000e-09 1.047800e+00 -1.891667e-01 -2.055000e+00 5.268000e-01 3.811533e+00 4.473333e-02 
3.449200e-01 4.237000e-02 6.167467e-01 2.916000e-09 9.926000e-01 -1.048900e+00 -7.670000e-01 4.200000e-02 3.603000e+00 -4.866667e-03 
2.210800e-01 5.113000e-02 7.012267e-01 2.548000e-09 8.386000e-01 -7.513000e-01 -2.689667e+00 2.156000e-01 3.001933e+00 2.833333e-02 
3.101200e-01 4.685000e-02 6.178133e-01 1.785333e-09 1.023800e+00 -1.075767e+00 3.250000e-01 7.480000e-02 2.909933e+00 -3.833333e-02 
3.857200e-01 4.425000e-02 7.385600e-01 1.614667e-09 9.938000e-01 1.394333e-01 -1.047000e+00 5.388000e-01 3.885133e+00 1.393333e-02 
2.232400e-01 4.643000e-02 6.440533e-01 2.993333e-09 1.020200e+00 -9.807000e-01 -2.083000e+00 3.092000e-01 3.342333e+00 2.046667e-02 
3.295600e-01 4.099000e-02 7.400533e-01 1.241333e-09 8.954000e-01 -5.508333e-01 -6.643333e-01 3.080000e-02 2.489800e+00 6.666667e-05 
3.994000e-01 5.377000e-02 6.700800e-01 1.870667e-09 9.578000e-01 -1.106333e-01 -6.923333e-01 4.748000e-01 4.127400e+00 -1.860000e-02 
2.266000e-01 5.495000e-02 6.114133e-01 2.438667e-09 8.898000e-01 -4.289000e-01 -5.243333e-01 4.660000e-01 3.281000e+00 7.533333e-03 
3.264400e-01 4.663000e-02 7.125333e-01 1.302667e-09 9.826000e-01 -1.195633e+00 -1.681667e+00 1.932000e-01 4.213267e+00 -4.766667e-02 
3.787600e-01 4.363000e-02 7.014400e-01 2.102667e-09 1.027400e+00 1.931667e-01 -2.195000e+00 3.332000e-01 2.808733e+00 4.406667e-02 
2.719600e-01 4.495000e-02 7.464533e-01 1.476000e-09 1.084200e+00 -2.590000e-02 -7.250000e-01 1.060000e-01 2.514333e+00 -2.006667e-02 
2.854000e-01 5.065000e-02 6.871467e-01 2.716000e-09 9.946000e-01 -9.393667e-01 -2.867000e+00 5.652000e-01 3.780867e+00 4.033333e-02 
3.996400e-01 4.581000e-02 6.026667e-01 1.934667e-09 8.490000e-01 -6.355667e-01 2.083333e-01 3.132000e-01 3.449667e+00 -9.800000e-03 
2.208400e-01 5.223000e-02 6.933333e-01 2.238667e-09 8.646000e-01 -5.777000e-01 -1.420333e+00 5.292000e-01 3.974067e+00 3.900000e-02 
2.947600e-01 4.535000e-02 6.314667e-01 1.356000e-09 9.738000e-01 2.370000e-02 -2.391000e+00 9.160000e-02 2.652333e+00 -3.726667e-02 
3.950800e-01 4.349000e-02 7.428267e-01 2.356000e-09 1.074200e+00 -1.013767e+00 -4.030000e-01 3.436000e-01 3.504867e+00 3.533333e-03 
2.465200e-01 4.637000e-02 6.722133e-01 2.033333e-09 8.226000e-01 -1.042700e+00 -1.182333e+00 4.468000e-01 2.373267e+00 3.580000e-02 
3.300400e-01 5.115000e-02 6.517333e-01 2.974667e-09 1.056200e+00 2.200333e-01 -2.059667e+00 3.572000e-01 3.722600e+00 1.486667e-02 
3.547600e-01 4.297000e-02 7.470933e-01 1.449333e-09 9.486000e-01 -6.975667e-01 2.596667e-01 1.820000e-01 4.348200e+00 -2.513333e-02 
2.201200e-01 5.309000e-02 6.606933e-01 2.084000e-09 9.890000e-01 -9.366667e-03 -1.779667e+00 5.284000e-01 2.891533e+00 3.953333e-02 
3.125200e-01 4.627000e-02 7.453867e-01 2.726667e-09 8.058000e-01 -7.575000e-01 1.850000e-01 1.428000e-01 3.201267e+00 8.600000e-03 
3.938800e-01 4.485000e-02 6.485333e-01 1.468000e-09 1.051000e+00 -1.015833e+00 -2.260333e+00 3.788000e-01 4.124333e+00 -2.060000e-02 
2.729200e-01 5.389000e-02 6.638933e-01 2.321333e-09 1.069400e+00 -1.034433e+00 2.223333e-01 4.508000e-01 3.557000e+00 1.380000e-02 
2.988400e-01 4.583000e-02 6.325333e-01 2.500000e-09 8.830000e-01 -4.681667e-01 -2.750333e+00 4.440000e-02 3.894333e+00 -4.060000e-02 
3.521200e-01 4.205000e-02 7.579733e-01 1.542667e-09 9.034000e-01 8.570000e-02 -7.576667e-01 3.916000e-01 2.541933e+00 1.700000e-02 
2.369200e-01 5.117000e-02 6.557867e-01 1.753333e-09 8.350000e-01 -2.863000e-01 -3.330000e-01 5.320000e-02 4.335933e+00 1.993333e-02 
2.993200e-01 4.895000e-02 7.586133e-01 2.569333e-09 1.086600e+00 -7.885000e-01 -1.849667e+00 5.476000e-01 3.529400e+00 8.733333e-03 
3.852400e-01 4.107000e-02 6.500267e-01 1.516000e-09 9.122000e-01 -2.449667e-01 -9.163333e-01 2.940000e-01 2.278200e+00 -2.206667e-02 
2.614000e-01 4.995000e-02 6.073600e-01 2.964000e-09 1.034600e+00 -5.033000e-01 -8.836667e-01 5.160000e-02 2.572600e+00 1.793333e-02 
2.887600e-01 5.465000e-02 7.080533e-01 1.022667e-09 8.682000e-01 -9.951667e-01 -5.756667e-01 4.148000e-01 3.115400e+00 -2.113333e-02 
3.965200e-01 4.011000e-02 7.020800e-01 2.281333e-09 9.906000e-01 -1.974333e-01 -1.975667e+00 3.268000e-01 3.915800e+00 2.466667e-03 
2.251600e-01 5.097000e-02 6.410667e-01 1.214667e-09 8.150000e-01 -4.599000e-01 -1.103000e+00 4.372000e-01 2.781133e+00 2.333333e-03 
3.086800e-01 4.289000e-02 6.978133e-01 2.748000e-09 9.138000e-01 -1.243167e+00 -2.297667e+00 1.956000e-01 3.937267e+00 -4.686667e-02 
3.641200e-01 4.883000e-02 7.445333e-01 1.964000e-09 1.086200e+00 -2.470333e-01 -1.323333e-01 2.108000e-01 3.691933e+00 4.246667e-02 
2.587600e-01 4.133000e-02 6.329600e-01 1.249333e-09 1.088200e+00 -2.656333e-01 -1.093667e+00 3.828000e-01 4.170333e+00 1.933333e-03 
3.022000e-01 5.091000e-02 6.922667e-01 1.929333e-09 8.366000e-01 -8.732333e-01 3.530000e-01 2.760000e-02 2.879267e+00 -2.700000e-02 
3.720400e-01 4.881000e-02 7.347200e-01 2.998667e-09 9.626000e-01 -3.007667e-01 -2.367667e+00 5.180000e-01 3.130733e+00 2.286667e-02 
2.676400e-01 4.977000e-02 6.745600e-01 2.996000e-09 1.050200e+00 -3.731000e-01 -2.344333e+00 4.676000e-01 2.379400e+00 1.033333e-02 
2.866000e-01 5.123000e-02 6.532267e-01 1.289333e-09 9.482000e-01 -9.559000e-01 1.010000e-01 2.892000e-01 4.363533e+00 4.393333e-02 
3.454000e-01 4.061000e-02 7.500800e-01 1.705333e-09 8.630000e-01 -1.143333e-02 -9.396667e-01 1.916000e-01 3.274867e+00 -4.020000e-02 
2.292400e-01 5.355000e-02 6.442667e-01 1.574667e-09 9.774000e-01 -6.066333e-01 1.663333e-01 3.180000e-01 2.833267e+00 4.620000e-02 
3.144400e-01 4.749000e-02 7.522133e-01 1.990667e-09 8.574000e-01 1.952333e-01 -2.190333e+00 8.600000e-02 4.112067e+00 -4.466667e-03 
3.614800e-01 4.381000e-02 6.715733e-01 2.337333e-09 1.087000e+00 -9.683000e-01 -1.770333e+00 5.972000e-01 3.195133e+00 -3.260000e-02 
2.662000e-01 4.665000e-02 6.009600e-01 2.017333e-09 1.024200e+00 -1.063367e+00 2.736667e-01 2.460000e-01 2.744333e+00 2.540000e-02 
2.935600e-01 5.441000e-02 7.524267e-01 1.353333e-09 9.986000e-01 -2.408333e-01 -1.028333e+00 1.364000e-01 4.259267e+00 -2.886667e-02 
3.893200e-01 4.283000e-02 7.025067e-01 2.388000e-09 8.178000e-01 -5.818333e-01 -1.933667e+00 5.524000e-01 3.029533e+00 -1.246667e-02 
2.796400e-01 4.049000e-02 7.498667e-01 2.148000e-09 1.069000e+00 -8.608333e-01 -8.043333e-01 4.220000e-01 3.363800e+00 3.846667e-02 
2.806000e-01 5.417000e-02 6.498133e-01 2.852000e-09 9.054000e-01 -3.173000e-01 -1.650000e-01 3.772000e-01 2.943667e+00 -4.913333e-02 
3.629200e-01 4.849000e-02 6.666667e-01 1.206667e-09 8.754000e-01 -1.829667e-01 -2.503000e+00 9.480000e-02 4.458600e+00 3.800000e-03 
2.710000e-01 5.009000e-02 6.193067e-01 1.398667e-09 1.099000e+00 7.166667e-03 -2.256667e-01 2.140000e-01 3.090867e+00 -1.926667e-02 
3.012400e-01 4.203000e-02 7.509333e-01 2.601333e-09 9.858000e-01 -3.503667e-01 -2.409667e+00 4.604000e-01 4.400333e+00 -1.566667e-02 
3.502000e-01 4.743000e-02 6.903467e-01 2.257333e-09 8.566000e-01 -1.263833e+00 -1.126333e+00 1.724000e-01 2.449933e+00 4.500000e-02 
2.626000e-01 4.757000e-02 7.421867e-01 2.942667e-09 1.000600e+00 -3.338333e-01 -1.686333e+00 1.092000e-01 2.955933e+00 4.313333e-02 
2.959600e-01 4.305000e-02 6.284800e-01 2.140000e-09 8.378000e-01 -1.044767e+00 3.763333e-01 3.604000e-01 4.099800e+00 -2.140000e-02 
3.600400e-01 5.337000e-02 6.594133e-01 1.169333e-09 9.854000e-01 5.056667e-02 -2.115667e+00 5.916000e-01 3.155267e+00 -1.326667e-02 
2.383600e-01 4.067000e-02 6.592000e-01 1.233333e-09 9.818000e-01 -5.198333e-01 7.766667e-02 4.924000e-01 3.035667e+00 9.266667e-03 
3.074800e-01 5.413000e-02 6.502400e-01 1.942667e-09 1.032200e+00 -2.387667e-01 -2.951000e+00 1.780000e-01 2.913000e+00 -4.380000e-02 
3.979600e-01 4.915000e-02 7.406933e-01 2.820000e-09 8.914000e-01 -8.918333e-01 -8.416667e-01 2.500000e-01 3.734867e+00 3.833333e-02 
2.438800e-01 5.203000e-02 6.400000e-01 1.414667e-09 8.110000e-01 -7.244333e-01 -4.170000e-01 2.420000e-01 3.688867e+00 -3.846667e-02 
3.353200e-01 4.903000e-02 7.338667e-01 2.252000e-09 1.007400e+00 -1.079900e+00 -2.325667e+00 7.320000e-02 3.872867e+00 4.913333e-02 
3.576400e-01 4.221000e-02 6.585600e-01 2.369333e-09 9.846000e-01 2.407000e-01 -7.810000e-01 5.980000e-01 2.922200e+00 1.800000e-03 
2.561200e-01 4.417000e-02 6.888533e-01 1.793333e-09 9.778000e-01 -1.011700e+00 3.996667e-01 4.764000e-01 4.421800e+00 -2.200000e-03 
3.250000e-01 5.275000e-02 7.182933e-01 1.652000e-09 1.092200e+00 -3.710333e-01 -2.395667e+00 2.836000e-01 2.284333e+00 1.753333e-02 
3.905200e-01 4.943000e-02 6.254933e-01 2.689333e-09 8.030000e-01 -2.325667e-01 -1.350333e+00 1.436000e-01 3.474200e+00 -2.540000e-02 
2.724400e-01 4.667000e-02 7.010133e-01 1.649333e-09 1.035000e+00 -4.123667e-01 -4.356667e-01 5.844000e-01 4.440200e+00 4.286667e-02 
3.259600e-01 5.239000e-02 6.252800e-01 2.870667e-09 8.250000e-01 -1.061300e+00 -1.149667e+00 1.268000e-01 3.348467e+00 1.113333e-02 
3.775600e-01 4.313000e-02 7.430400e-01 1.985333e-09 9.930000e-01 7.123333e-02 -2.176333e+00 2.556000e-01 2.296600e+00 -2.220000e-02 
2.671600e-01 5.011000e-02 6.773333e-01 2.785333e-09 8.014000e-01 -4.020333e-01 -1.663000e+00 3.660000e-01 3.860600e+00 -3.740000e-02 
3.358000e-01 4.965000e-02 7.409067e-01 1.153333e-09 9.694000e-01 -7.905667e-01 4.183333e-01 4.484000e-01 2.925267e+00 3.593333e-02 
3.907600e-01 4.179000e-02 6.382933e-01 1.777333e-09 1.078200e+00 8.156667e-02 -2.251000e+00 1.372000e-01 3.152200e+00 -5.933333e-03 
2.681200e-01 4.023000e-02 6.572800e-01 2.220000e-09 1.097400e+00 -6.293667e-01 2.783333e-01 2.788000e-01 3.498733e+00 2.313333e-02 
3.338800e-01 4.661000e-02 6.353067e-01 1.604000e-09 8.346000e-01 -7.843667e-01 -2.255667e+00 5.244000e-01 2.287400e+00 -3.073333e-02 
3.742000e-01 5.477000e-02 7.078400e-01 2.580000e-09 9.706000e-01 1.084333e-01 -1.401667e+00 1.572000e-01 4.179533e+00 -1.486667e-02 
2.213200e-01 5.259000e-02 6.423467e-01 1.868000e-09 9.010000e-01 1.807667e-01 -2.129667e+00 9.800000e-02 3.971000e+00 -1.513333e-02 
3.293200e-01 4.429000e-02 7.577600e-01 1.268000e-09 1.062200e+00 -3.400333e-01 -1.611667e+00 4.644000e-01 2.814867e+00 3.860000e-02 
3.626800e-01 4.547000e-02 6.545067e-01 2.966667e-09 8.926000e-01 -1.038567e+00 1.943333e-01 2.996000e-01 3.047933e+00 -1.753333e-02 
2.784400e-01 5.319000e-02 7.537067e-01 1.292000e-09 8.730000e-01 -8.691000e-01 -2.022333e+00 3.892000e-01 4.096733e+00 1.086667e-02 
2.969200e-01 4.155000e-02 6.626133e-01 2.910667e-09 1.026200e+00 -7.678333e-01 -2.500000e-02 5.324000e-01 2.888467e+00 -3.793333e-02 
3.701200e-01 4.853000e-02 6.067200e-01 2.001333e-09 9.514000e-01 2.117667e-01 -1.177667e+00 1.316000e-01 3.032600e+00 4.366667e-02 
2.405200e-01 4.117000e-02 6.781867e-01 2.428000e-09 8.198000e-01 6.090000e-02 -1.280333e+00 3.524000e-01 2.511267e+00 1.686667e-02 
3.312400e-01 5.407000e-02 7.366400e-01 2.089333e-09 9.618000e-01 -4.351000e-01 -2.937000e+00 1.908000e-01 4.323667e+00 1.073333e-02 
3.612400e-01 4.745000e-02 6.378667e-01 1.494667e-09 1.079400e+00 -1.026167e+00 4.556667e-01 4.228000e-01 3.618333e+00 -3.500000e-02 
2.698000e-01 5.437000e-02 7.157333e-01 1.550667e-09 9.538000e-01 -1.540333e-01 -2.769000e+00 5.748000e-01 3.716467e+00 5.000000e-03 
